	myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	cluster	gene
ENSG00000198668	0.279	-0.630774374078573	0.442	-0.630774374078573	0.579	0.864	5	ENSG00000198668
ENSG00000133789	0.719	1.00950843376182	0.438	1.00950843376182	0.451	0.016	5	ENSG00000133789
ENSG00000138639	0.716	0.983121104476536	0.432	0.983121104476536	0.438	0.007	5	ENSG00000138639
ENSG00000136573	0.711	0.945000507316183	0.422	0.945000507316183	0.429	0.009	5	ENSG00000136573
ENSG00000162144	0.711	0.856316156373591	0.422	0.85631615637359	0.494	0.095	5	ENSG00000162144
ENSG00000081059.1	0.291	-0.764493014289372	0.418	-0.764493014289373	0.266	0.627	5	ENSG00000081059
ENSG00000198886.1	0.709	0.309781410279439	0.418	0.309781410279439	1	0.999	5	ENSG00000198886
ENSG00000165502	0.293	-0.450822790003454	0.414	-0.450822790003455	0.794	0.949	5	ENSG00000165502
ENSG00000171604	0.705	0.879074365816623	0.41	0.879074365816623	0.446	0.039	5	ENSG00000171604
ENSG00000198938.1	0.705	0.319270783353615	0.41	0.319270783353614	1	0.999	5	ENSG00000198938
ENSG00000051523.2	0.705	0.303432436568225	0.41	0.303432436568225	0.961	0.852	5	ENSG00000051523
ENSG00000197747.1	0.296	-0.70144639787967	0.408	-0.701446397879668	0.339	0.69	5	ENSG00000197747
ENSG00000163683	0.704	0.863580874713384	0.408	0.863580874713383	0.472	0.076	5	ENSG00000163683
ENSG00000120129.1	0.297	-0.617865878309542	0.406	-0.61786587830954	0.657	0.922	5	ENSG00000120129
ENSG00000133321	0.298	-0.762683556613852	0.404	-0.762683556613851	0.189	0.555	5	ENSG00000133321
ENSG00000100721	0.702	1.81335926496049	0.404	1.81335926496049	0.408	0.005	5	ENSG00000100721
ENSG00000012124	0.702	1.01942851956951	0.404	1.01942851956951	0.412	0.01	5	ENSG00000012124
ENSG00000028277	0.701	0.911925819126789	0.402	0.911925819126788	0.515	0.144	5	ENSG00000028277
ENSG00000188820.1	0.701	0.816610619288994	0.402	0.816610619288994	0.481	0.088	5	ENSG00000188820
ENSG00000177606.1	0.128	-1.54318855561038	0.744	-1.54318855561038	0.723	0.948	6	ENSG00000177606
ENSG00000171223.1	0.137	-1.51595840639565	0.726	-1.51595840639565	0.73	0.948	6	ENSG00000171223
ENSG00000120129.2	0.146	-1.49009560425645	0.708	-1.49009560425645	0.631	0.914	6	ENSG00000120129
ENSG00000132475	0.158	-0.974153851363837	0.684	-0.974153851363836	0.837	0.971	6	ENSG00000132475
ENSG00000170345.2	0.166	-1.37676096967097	0.668	-1.37676096967097	0.674	0.936	6	ENSG00000170345
ENSG00000080824	0.169	-1.07777009384993	0.662	-1.07777009384993	0.773	0.941	6	ENSG00000080824
ENSG00000173812	0.172	-0.575067548353948	0.656	-0.575067548353947	1	0.999	6	ENSG00000173812
ENSG00000128016.1	0.18	-1.46188358687164	0.64	-1.46188358687164	0.305	0.809	6	ENSG00000128016
ENSG00000132002	0.187	-1.20792102038686	0.626	-1.20792102038686	0.525	0.868	6	ENSG00000132002
ENSG00000008517.4	0.807	0.808534833478546	0.614	0.808534833478546	0.986	0.75	6	ENSG00000008517
ENSG00000100906.1	0.197	-1.46292018662272	0.606	-1.46292018662272	0.447	0.843	6	ENSG00000100906
ENSG00000087074	0.207	-1.10238955264918	0.586	-1.10238955264918	0.355	0.8	6	ENSG00000087074
ENSG00000108654	0.21	-0.648071219489471	0.58	-0.648071219489472	0.922	0.985	6	ENSG00000108654
ENSG00000119801	0.21	-1.21712431552095	0.58	-1.21712431552095	0.199	0.716	6	ENSG00000119801
ENSG00000146278	0.215	-0.884183947787478	0.57	-0.884183947787477	0.511	0.874	6	ENSG00000146278
ENSG00000160888	0.219	-1.05969794408354	0.562	-1.05969794408354	0.589	0.883	6	ENSG00000160888
ENSG00000125740.1	0.219	-1.11808973825727	0.562	-1.11808973825727	0.447	0.818	6	ENSG00000125740
ENSG00000086061	0.232	-1.0284785253911	0.536	-1.0284785253911	0.255	0.712	6	ENSG00000086061
ENSG00000196154.4	0.767	0.602784714809814	0.534	0.602784714809815	0.993	0.769	6	ENSG00000196154
ENSG00000130522.1	0.255	-0.950594950884494	0.49	-0.950594950884494	0.227	0.659	6	ENSG00000130522
ENSG00000166710.3	0.744	0.253977052844468	0.488	0.253977052844467	1	1	6	ENSG00000166710
ENSG00000169442.2	0.739	0.453984275697926	0.478	0.453984275697924	1	0.932	6	ENSG00000169442
ENSG00000150991	0.266	-0.568530225490743	0.468	-0.568530225490744	0.929	0.972	6	ENSG00000150991
ENSG00000133639	0.27	-0.548286839949494	0.46	-0.548286839949493	0.858	0.965	6	ENSG00000133639
ENSG00000170315	0.276	-0.60019869406948	0.448	-0.600198694069479	0.879	0.95	6	ENSG00000170315
ENSG00000168685.3	0.72	0.637462061998866	0.44	0.637462061998867	0.858	0.609	6	ENSG00000168685
ENSG00000096384	0.281	-0.606792190966915	0.438	-0.606792190966916	0.78	0.902	6	ENSG00000096384
ENSG00000157514	0.282	-0.821779540696274	0.436	-0.821779540696274	0.475	0.76	6	ENSG00000157514
ENSG00000255112	0.283	-0.895933407473253	0.434	-0.895933407473252	0.191	0.598	6	ENSG00000255112
ENSG00000197747.2	0.713	0.530587468219176	0.426	0.530587468219178	0.879	0.649	6	ENSG00000197747
ENSG00000110848.1	0.294	-0.944051615703493	0.412	-0.944051615703493	0.227	0.589	6	ENSG00000110848
ENSG00000227507.3	0.706	0.522595423742763	0.412	0.522595423742763	0.993	0.848	6	ENSG00000227507
ENSG00000116741.1	0.295	-1.04461982536855	0.41	-1.04461982536855	0.142	0.529	6	ENSG00000116741
ENSG00000121966	0.297	-0.873989025242716	0.406	-0.873989025242716	0.305	0.64	6	ENSG00000121966
ENSG00000197019	0.299	-0.823125225508228	0.402	-0.823125225508228	0.099	0.489	6	ENSG00000197019
ENSG00000153234	0.3	-0.836328153107273	0.4	-0.836328153107272	0.099	0.494	6	ENSG00000153234
