Gene	A.1	A.2	A.3	B.1	B.2	B.3
Rpp30	22	46	17	65	59	59
Ankrd1	213	232	219	591	2617	623
Pcgf5	14	21	29	30	94	55
Hectd2	2	5	7	11	1	8
1500017E21Rik	0	5	1	0	0	0
Ppp1r3c	67	124	93	109	32	163
Tnks2	519	710	638	737	615	752
Fgfbp3	33	52	44	38	27	40
Btaf1	91	173	158	205	186	233
Cpeb3	104	113	185	188	101	179
A330032B11Rik	0	0	0	3	1	1
March5	220	296	230	464	557	506
4931408D14Rik	5	6	8	16	7	12
Ide	138	206	207	230	289	251
Kif11	16	11	14	28	20	25
Hhex	65	111	58	113	150	184
Exoc6	17	29	34	21	31	38
Cyp26c1	0	0	0	0	0	0
Cyp26a1	0	2	1	0	1	0
Myof	1050	936	1313	1088	1785	1631
Cep55	4	3	2	12	2	11
Ffar4	69	70	150	60	48	70
Rbp4	84	127	182	126	19	142
Pde6c	0	0	2	0	0	1
Fra10ac1	106	119	166	117	126	135
Lgi1	3	0	2	0	1	0
Slc35g1	30	33	24	31	27	54
Plce1	90	140	69	151	29	168
Noc3l	27	40	27	29	63	60
Tbc1d12	33	70	54	69	50	62
Hells	35	19	27	42	92	40
Cyp2c55	0	0	0	0	1	0
Cyp2c65	0	0	0	0	0	0
Cyp2c66	1	1	0	0	1	0
Cyp2c53-ps	0	0	0	0	0	0
Cyp2c29	2	0	0	0	0	0
Cyp2c38	0	0	0	0	0	0
Cyp2c39	0	1	0	0	0	0
Cyp2c67	0	0	0	0	0	0
Cyp2c68	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0
Cyp2c69	0	0	0	0	0	0
Cyp2c37	0	0	0	0	0	0
Cyp2c54	0	0	0	0	0	0
Cyp2c50	0	0	1	0	0	0
Cyp2c70	0	0	0	0	0	0
Pdlim1	486	745	762	642	815	832
Sorbs1	519	766	683	757	443	747
Aldh18a1	13	23	15	16	30	33
Tctn3	14	20	34	31	29	43
Entpd1	182	216	137	272	360	330
Ccnj	69	87	80	155	96	154
E030044B06Rik	3	5	8	8	0	1
Zfp518a	127	158	136	168	199	161
Blnk	57	44	38	62	26	31
Dntt	1	1	0	0	0	1
Opalin	0	0	0	0	0	0
Tll2	0	0	0	0	0	0
Tm9sf3	910	1292	1233	1250	1321	1565
Pik3ap1	6	5	8	13	37	12
Lcor	13	32	36	19	36	20
Slit1	0	0	1	0	2	0
Gm19424	0	0	0	0	1	0
Arhgap19	13	9	8	15	21	13
Frat1	37	37	36	47	38	69
Frat2	69	47	83	58	126	70
Rrp12	10	31	30	25	72	23
Pgam1	234	260	247	335	651	411
Exosc1	83	165	102	157	192	207
Zdhhc16	77	140	95	146	167	142
Mms19	130	221	227	222	226	198
Ubtd1	20	44	24	56	78	67
Ankrd2	0	1	0	0	1	2
Hoga1	21	43	31	42	33	74
4933411K16Rik	0	0	0	0	0	0
Morn4	14	27	20	12	11	14
Pi4k2a	129	186	172	257	214	258
Avpi1	198	284	202	314	361	446
Marveld1	276	385	308	499	239	537
Zfyve27	76	116	87	133	93	162
Sfrp5	8	10	13	6	3	5
Golga7b	0	1	1	0	0	0
Mir3085	0	0	0	0	0	0
Crtac1	1	0	0	3	0	2
R3hcc1l	58	97	103	84	72	105
Loxl4	4	5	4	2	17	3
Pyroxd2	7	8	16	14	7	11
Hps1	15	29	12	41	31	48
Hpse2	0	1	0	0	1	0
Cnnm1	0	0	0	0	0	1
Got1	151	178	200	222	362	253
Nkx2-3	0	0	1	0	0	0
Slc25a28	77	153	144	106	197	119
BC037704	5	2	3	6	1	6
Entpd7	38	59	36	64	86	75
Cox15	33	54	43	53	79	99
Cutc	44	43	53	77	100	90
Abcc2	0	2	5	0	0	0
Gm10768	1	0	0	1	0	1
Dnmbp	57	71	85	54	70	82
Cpn1	8	8	11	23	10	26
Cyp2c44	0	5	0	0	0	0
Erlin1	77	102	82	104	95	115
Chuk	152	353	334	280	330	355
Cwf19l1	37	26	49	48	48	56
Bloc1s2a	52	43	57	66	86	65
Pkd2l1	0	0	1	0	0	0
Scd3	2	3	4	1	0	5
Scd2	1663	2265	1304	1783	755	2387
Mir5114	0	0	0	0	0	0
Scd4	6	5	14	13	3	9
Scd1	4174	5950	4291	6333	2248	8492
Wnt8b	0	0	2	0	0	0
Sec31b	0	2	1	2	0	3
Ndufb8	453	655	486	708	871	822
Hif1an	108	176	128	133	140	176
Pax2	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0
Fam178a	247	335	347	343	427	346
4930414N06Rik	0	0	0	0	0	0
Sema4g	5	8	7	6	0	8
Mrpl43	192	313	239	417	474	432
Peo1	37	38	41	46	31	37
Lzts2	131	201	210	213	157	293
Pdzd7	0	1	1	0	1	0
Sfxn3	231	338	214	369	388	373
Kazald1	3	12	8	23	7	22
Tlx1	0	0	0	0	0	0
Lbx1	0	0	0	0	0	0
Btrc	69	104	99	88	55	97
Poll	14	23	21	28	30	23
Dpcd	102	97	111	108	81	122
Fbxw4	76	92	88	84	99	124
4933429K18Rik	0	0	0	0	0	0
Fgf8	0	0	0	0	0	0
Npm3	131	172	160	267	276	283
Mgea5	325	540	449	507	550	677
Kcnip2	3	2	4	7	2	3
9130011E15Rik	4	9	6	9	5	21
Hps6	28	45	24	67	50	79
Ldb1	190	327	319	194	138	293
Pprc1	36	57	47	69	106	61
Nolc1	171	270	154	244	398	281
Elovl3	0	0	0	1	0	0
Pitx3	0	0	0	0	0	0
Gbf1	250	325	283	328	336	407
Nfkb2	69	91	87	165	389	212
Psd	1	2	2	3	0	0
Fbxl15	14	30	33	38	42	27
Cuedc2	82	140	106	177	205	195
Mir146b	0	0	0	0	0	0
2310034G01Rik	20	38	53	27	11	24
Tmem180	9	7	4	20	15	14
Actr1a	213	391	216	485	470	523
Sufu	0	0	0	3	0	0
Trim8	343	628	548	519	679	739
Arl3	121	210	207	239	146	264
Sfxn2	119	135	149	168	178	181
Wbp1l	273	454	285	522	504	518
Cyp17a1	0	0	1	0	0	0
2010012O05Rik	67	70	72	87	117	98
As3mt	55	100	75	72	71	103
Cnnm2	15	23	18	29	15	22
Nt5c2	51	55	54	97	80	97
Ina	0	0	3	0	2	1
Pcgf6	29	34	37	43	50	54
Taf5	47	43	50	77	67	73
Usmg5	145	248	154	318	351	312
Pdcd11	64	93	108	104	145	130
Calhm2	66	134	118	118	75	155
Calhm1	0	0	0	0	0	0
Neurl1a	27	30	49	26	15	35
Sh3pxd2a	741	1247	1045	912	593	1147
Obfc1	29	49	52	52	56	57
Gm19557	0	5	2	4	2	7
Slk	570	929	711	908	1304	1174
Col17a1	14	19	27	17	1	14
Sfr1	590	825	696	1021	1131	1176
Wdr96	117	175	256	136	40	87
Gsto1	578	893	796	858	612	717
Gsto2	4	7	14	7	4	3
Itprip	48	94	62	71	141	83
Ccdc147	27	36	44	30	15	26
Sorcs3	2	0	7	0	0	0
Sorcs1	0	1	3	1	3	0
Ins1	0	1	0	0	1	0
AA387883	0	0	0	0	0	0
Xpnpep1	31	99	47	152	159	88
1700054A03Rik	0	0	2	0	0	0
Add3	589	1026	784	947	650	1102
1700001K23Rik	0	0	0	0	0	0
Mxi1	101	160	181	166	174	193
Smndc1	207	289	205	299	347	407
5830416P10Rik	11	20	30	45	118	24
Dusp5	0	0	0	0	0	0
Smc3	291	393	428	422	429	537
Rbm20	6	21	15	1	3	5
Pdcd4	208	295	226	330	159	374
Bbip1	118	168	153	197	299	255
Shoc2	190	243	320	226	316	292
Adra2a	7	8	14	7	12	4
Gpam	4	5	2	16	14	9
Tectb	0	4	1	2	2	1
Gucy2g	0	1	0	0	1	1
Acsl5	535	771	526	858	675	1060
Zdhhc6	67	118	89	136	125	174
Vti1a	32	45	25	62	74	48
4930552P12Rik	0	1	0	0	0	0
Tcf7l2	301	473	392	390	478	552
Habp2	0	0	0	0	0	0
Nrap	10	21	16	10	11	6
Casp7	56	97	67	119	190	128
Plekhs1	5	2	1	6	2	6
Dclre1a	34	56	49	25	52	57
Nhlrc2	482	711	562	505	280	710
Adrb1	405	485	450	422	226	715
A630007B06Rik	73	86	71	101	90	141
Tdrd1	0	2	0	0	0	0
Vwa2	0	1	0	0	1	0
Afap1l2	43	57	42	71	38	69
Ablim1	231	647	485	588	457	768
4930449E18Rik	0	0	0	0	0	0
B230217O12Rik	0	1	0	2	1	1
Fam160b1	125	195	158	227	179	260
Trub1	18	42	33	71	25	36
6720468P15Rik	0	0	0	0	0	0
Atrnl1	208	326	305	348	338	450
Gfra1	6	1	15	9	3	2
Gm10007	0	0	0	0	0	0
Ccdc172	0	0	1	0	0	0
1810007D17Rik	0	1	0	0	4	0
Pnlip	0	0	0	0	0	0
1810018F18Rik	0	0	0	0	0	0
Pnliprp1	3	2	2	0	0	2
Pnliprp2	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0
Hspa12a	65	71	97	152	32	105
Mir3086	0	0	0	0	0	0
Eno4	35	71	99	52	10	52
4930506M07Rik	97	148	143	169	153	227
Vax1	0	0	0	0	0	0
Kcnk18	0	1	0	0	0	0
Slc18a2	4	11	7	3	0	3
Pdzd8	228	265	233	314	378	397
Emx2os	0	1	4	0	1	2
Emx2	0	0	0	0	1	0
2700089I24Rik	0	0	0	0	0	0
Rab11fip2	44	79	72	90	91	114
E330013P04Rik	1	0	3	0	3	0
D19Ertd737e	66	105	75	88	106	113
Prlhr	0	0	0	0	0	0
Cacul1	213	303	265	301	386	364
Nanos1	23	19	22	33	4	36
Eif3a	872	1525	1404	1554	2432	1971
Fam45a	56	74	64	83	89	88
Sfxn4	24	23	37	17	7	13
Prdx3	135	158	132	250	216	310
Grk5	93	204	151	165	199	269
Gm7102	0	0	0	0	0	1
Csf2ra	65	78	66	225	562	347
Csprs	0	0	0	0	0	0
Fam171a1	190	288	197	311	162	389
Nmt2	28	79	51	83	77	92
Rpp38	9	13	14	25	50	24
Acbd7	0	8	5	1	5	2
Olah	0	0	0	0	0	0
Meig1	56	61	74	79	10	59
Dclre1c	27	47	35	52	121	67
Suv39h2	9	5	9	8	29	12
Hspa14	192	228	220	273	267	329
Cdnf	2	2	6	5	2	2
Mir466b-2	0	0	0	0	0	0
Fam107b	114	190	157	153	135	192
1700080N15Rik	0	0	0	0	0	0
Frmd4a	141	206	165	245	190	219
Prpf18	155	213	210	242	178	307
Bend7	77	135	108	156	131	198
Sephs1	71	130	91	156	148	176
Phyh	280	429	405	404	543	485
Ucma	0	0	0	0	0	1
Mcm10	9	11	7	17	31	19
Optn	17	40	35	42	72	29
Ccdc3	8	32	6	19	2	21
Camk1d	189	211	220	230	338	284
Mir466d	0	0	0	0	0	0
Cdc123	124	146	141	209	162	266
Nudt5	23	35	31	78	83	67
Sec61a2	45	65	71	58	98	104
Dhtkd1	0	0	0	0	0	1
Upf2	174	257	289	289	390	378
Proser2	44	73	96	49	71	39
Gm10857	0	0	0	0	0	0
Echdc3	8	28	17	10	4	20
A230108P19Rik	0	0	0	0	0	0
Usp6nl	18	47	22	36	43	32
Celf2	1415	1919	1971	2275	2726	2953
5031426D15Rik	193	317	331	328	131	327
1700061F12Rik	0	0	0	0	0	0
Gata3	95	88	134	100	39	201
4930412O13Rik	2	0	4	0	1	1
9230102O04Rik	0	0	0	0	0	0
Taf3	153	265	263	238	342	338
Atp5c1	258	334	228	533	436	509
Kin	111	160	187	154	187	154
Itih2	5	21	21	10	11	9
Itih5	52	49	37	47	12	50
Sfmbt2	23	17	67	35	16	43
Mir297a-3	0	0	0	0	0	0
Mir297a-4	0	0	0	0	0	0
Mir669a-3	0	0	0	0	0	0
Mir669k	0	0	0	0	0	0
Mir669g	0	0	0	0	0	0
Mir669j	0	0	0	0	0	0
Mir467a-5	0	0	0	0	0	0
Mir467a-9	0	0	0	0	0	0
Mir467a-7	0	0	0	0	0	0
Mir467a-2	0	0	0	0	0	0
Mir467a-4	0	0	0	0	0	0
Mir467a-8	0	0	0	0	0	0
Mir467a-1	0	0	0	0	0	0
Mir467b	0	0	0	0	0	0
Mir467d	0	0	0	0	0	0
Mir669a-2	0	0	0	0	0	0
Mir297b	0	0	0	0	0	0
Mir669i	0	0	0	0	0	0
Prkcq	11	33	30	38	38	38
8030442B05Rik	0	0	0	2	1	0
Gm13293	4	11	8	28	9	29
Pfkfb3	453	371	436	580	744	534
Rbm17	262	391	435	331	517	411
Il2ra	12	14	21	21	35	46
Il15ra	47	44	45	37	96	52
Fbxo18	48	112	95	105	124	133
Ankrd16	141	153	157	120	170	196
Itga8	291	592	358	321	50	467
E030013I19Rik	9	21	19	10	4	20
Fam188a	111	177	134	177	240	237
Pter	23	26	38	37	27	36
C1ql3	1	0	0	2	0	0
Rsu1	249	492	287	531	460	592
Cubn	3	5	8	0	3	3
Trdmt1	42	69	80	41	72	57
Vim	1424	2967	1519	3955	3770	4812
St8sia6	30	29	30	35	14	14
Ptpla	33	56	23	65	89	91
4921530L18Rik	4	1	1	1	3	6
Stam	67	128	57	123	134	130
Tmem236	0	0	3	0	2	1
Mrc1	243	303	315	403	201	533
Mir511	0	0	0	0	0	0
Slc39a12	0	3	2	4	0	2
Cacnb2	50	76	89	51	33	85
Gm13315	1	1	1	0	0	1
Nsun6	30	38	41	36	42	54
Arl5b	9	23	18	25	15	27
Plxdc2	500	696	750	562	206	820
4930515L03Rik	0	0	0	0	0	0
Nebl	7	23	19	22	9	21
H2afb1	0	0	0	0	0	0
A930004D18Rik	15	39	11	40	18	31
Gm17762	2	13	7	8	4	4
Skida1	9	21	13	27	10	47
Mllt10	163	195	323	259	166	326
Dnajc1	356	627	725	649	779	782
Commd3	187	268	209	351	554	398
Bmi1	219	325	282	412	289	456
BC061194	0	0	0	0	0	1
Pip4k2a	171	253	174	279	331	409
4930426L09Rik	0	2	1	0	3	4
Armc3	17	21	36	17	29	16
Msrb2	62	105	143	78	36	93
Ptf1a	0	0	0	0	0	0
4921504E06Rik	4	1	0	0	0	0
Gm3230	6	14	23	7	7	18
Otud1	71	142	118	103	76	127
Etl4	207	389	260	282	218	333
Arhgap21	219	352	301	325	238	416
Gm13375	3	9	4	9	2	9
Enkur	95	168	228	145	54	135
Thnsl1	25	39	32	44	25	51
Gpr158	1	1	1	1	0	0
Myo3a	0	0	0	0	0	0
Gad2	0	1	7	0	1	0
Mir3967	0	0	0	0	0	0
Apbb1ip	181	192	246	382	708	465
Pdss1	10	19	12	15	32	21
Abi1	328	580	423	580	739	740
Acbd5	154	265	272	232	230	326
Mastl	3	3	6	8	6	12
Yme1l1	299	423	376	519	659	624
4931423N10Rik	0	0	0	0	2	0
Nxph2	0	0	0	0	2	0
Spopl	57	118	96	89	168	139
Hnmt	41	83	70	81	44	129
Tbpl2	0	3	5	0	1	0
Il1f8	0	0	0	0	0	0
Il1f9	3	0	5	40	76	18
Il1f6	0	0	0	0	0	0
Il1f5	0	2	0	0	0	0
Il1f10	0	0	0	0	0	0
Il1rn	27	21	24	358	1744	297
Psd4	39	62	45	92	149	83
Pax8	0	0	0	0	0	0
Cacna1b	0	0	0	0	1	0
Ehmt1	166	282	268	296	282	371
Arrdc1	148	220	274	182	212	289
Zmynd19	1	3	0	4	8	4
Wdr85	9	27	11	14	5	24
Mrpl41	81	130	97	141	251	177
Pnpla7	54	45	60	56	128	122
Nsmf	86	130	130	168	89	186
Entpd8	6	8	33	10	4	5
Noxa1	9	9	12	17	1	17
Nrarp	265	423	470	219	166	368
Tor4a	56	114	71	128	101	130
Nelfb	133	233	156	201	178	222
4933433C11Rik	0	0	0	0	0	0
Fam166a	0	0	0	1	1	0
Tubb4b	643	1094	799	1326	1143	1317
Slc34a3	0	0	0	0	0	0
Gm757	0	0	0	0	0	0
2310002J15Rik	0	0	1	1	0	1
Rnf208	6	16	13	12	9	8
Ndor1	25	27	58	55	48	63
Tmem203	36	62	63	64	71	65
Tprn	13	32	28	46	31	29
Ssna1	71	123	88	174	129	168
Anapc2	184	259	201	321	203	317
Tmem210	0	2	0	0	0	0
Lrrc26	29	65	73	43	11	51
Grin1	0	1	0	0	0	0
E130003G02Rik	0	0	0	0	1	0
AA543186	2	9	9	4	3	3
Man1b1	164	259	223	263	246	280
Dpp7	62	79	107	127	148	141
Uap1l1	142	164	118	227	287	260
Sapcd2	7	11	6	7	7	5
Entpd2	46	34	80	35	17	63
Npdc1	189	302	293	412	312	470
Fut7	1	5	6	13	6	8
Abca2	45	76	67	160	35	109
Mir3087	0	0	0	0	0	0
Clic3	152	337	132	475	242	528
BC029214	38	70	63	66	65	99
Ptgds	0	0	1	0	0	0
Lcn12	0	0	0	0	0	0
C8g	2	2	1	1	0	3
Fbxw5	133	204	193	171	220	280
Traf2	23	53	35	76	94	72
Edf1	211	306	151	452	368	434
Mamdc4	1	5	7	8	2	7
Phpt1	132	174	147	215	101	202
Gm996	0	0	0	0	0	0
Rabl6	159	192	263	234	302	319
4921530D09Rik	0	0	0	0	0	0
Tmem141	24	59	45	68	55	62
Fcna	7	5	2	15	4	16
Lcn8	0	0	0	0	0	0
Lcn5	0	0	0	0	0	0
Lcn6	0	0	0	0	0	0
Lcn10	0	0	0	0	0	0
Obp2a	0	0	0	0	0	0
Bmyc	67	77	67	75	46	98
Obp2b	0	0	0	0	0	0
Lcn3	0	0	0	0	0	0
Lcn11	0	0	0	0	0	0
Gm13539	0	0	0	0	0	0
Glt6d1	0	0	0	0	0	0
Lcn9	0	0	0	0	0	0
Sohlh1	0	0	0	1	0	0
Kcnt1	0	0	0	0	1	0
Camsap1	197	369	276	287	232	351
Ubac1	111	156	151	180	193	205
Nacc2	290	339	454	326	237	400
C330006A16Rik	163	268	196	294	248	362
Lhx3	0	0	0	0	0	0
Qsox2	60	84	97	75	69	104
4932418E24Rik	1	0	2	2	0	2
Gpsm1	84	217	212	156	77	174
Dnlz	46	76	51	122	83	109
Card9	0	1	0	3	1	3
Snapc4	40	50	48	63	58	64
Sdccag3	67	91	137	89	88	110
Pmpca	105	190	165	152	238	168
Inpp5e	44	58	59	48	64	70
Sec16a	128	219	144	259	201	323
Notch1	403	718	554	554	628	771
Egfl7	454	1019	995	672	742	949
Mir126	0	0	0	0	0	0
Agpat2	77	75	68	169	119	157
Fam69b	22	15	54	37	7	56
Snhg7	16	21	9	28	23	24
Snora43	0	0	0	0	0	0
Snora17	0	0	0	0	1	0
Lcn4	1	2	2	0	1	1
Abo	0	0	0	0	0	0
Surf6	73	90	75	136	141	143
Med22	87	153	130	214	165	192
Rpl7a	262	429	331	515	717	657
Surf1	103	181	127	186	144	261
Surf2	36	57	33	85	77	87
Surf4	552	918	816	1212	1821	1470
Gm711	1	1	6	6	0	2
Rexo4	114	199	168	228	263	256
Adamts13	0	0	0	0	0	0
Cacfd1	228	302	403	226	241	349
Slc2a6	1	2	2	27	33	20
Tmem8c	0	1	1	9	0	3
Adamtsl2	0	0	2	5	0	3
Fam163b	0	0	0	0	0	0
Gm13399	0	0	0	0	0	0
Dbh	0	0	0	0	0	0
Sardh	28	55	21	60	59	73
Vav2	0	4	4	1	1	2
Brd3	556	791	653	745	552	1002
Wdr5	153	247	215	212	320	282
Rxra	198	261	194	276	176	372
Col5a1	103	292	185	257	326	319
Fcnb	0	0	0	0	0	0
Olfm1	166	233	242	275	320	405
Ppp1r26	23	46	21	29	23	43
1700007K13Rik	90	136	140	140	27	92
Mrps2	80	135	96	138	153	147
Gbgt1	0	0	0	0	0	0
Ralgds	176	194	256	189	265	243
Cel	0	0	0	0	0	0
Gtf3c5	35	76	41	64	58	63
Gfi1b	0	0	0	1	8	1
Tsc1	123	206	207	176	221	260
1700026L06Rik	39	43	54	38	13	38
Ak8	18	37	32	35	7	22
Mir3088	0	0	0	0	0	0
Gtf3c4	60	95	63	81	88	83
Ddx31	22	56	58	37	105	64
Barhl1	1	3	0	3	0	2
1700101E01Rik	0	1	0	1	0	1
Ttf1	190	170	286	209	202	259
Setx	146	250	228	285	256	353
Ntng2	0	0	1	0	0	0
6530402F18Rik	7	10	4	6	13	10
Med27	55	62	56	55	90	66
Rapgef1	93	183	104	183	206	199
Gm13547	0	0	0	0	0	0
Trub2	52	63	81	104	111	90
Coq4	14	21	45	24	51	42
Slc27a4	94	169	119	166	209	157
Urm1	164	219	179	209	290	293
Mir219-2	0	0	0	0	0	0
Cercam	19	38	26	39	8	33
Odf2	190	245	331	253	243	292
Gle1	131	223	184	251	148	229
Sptan1	724	1281	663	1286	893	1672
Wdr34	17	45	51	47	19	47
Set	518	910	743	1148	1620	1324
Pkn3	74	102	126	92	70	116
Zdhhc12	27	54	52	77	69	76
Zer1	55	65	39	73	52	70
Tbc1d13	219	244	236	213	315	282
Endog	64	101	107	87	62	105
D2Wsu81e	49	79	62	79	83	82
Ccbl1	35	45	50	45	32	45
1700084E18Rik	4	8	6	6	8	14
Lrrc8a	289	642	246	705	563	603
Phyhd1	95	140	175	166	107	213
Dolk	59	95	83	106	85	92
Nup188	51	104	77	93	93	109
Sh3glb2	143	226	212	231	184	285
Fam73b	24	62	29	76	50	74
Dolpp1	56	76	89	68	67	87
Crat	139	140	172	155	208	193
Ppp2r4	190	351	243	350	363	396
Ier5l	34	32	54	23	95	62
Cstad	4	12	12	6	4	7
Mir3089	0	0	0	0	0	0
1700001O22Rik	1	1	0	2	2	2
Ntmt1	30	73	67	65	95	85
Asb6	26	74	42	62	62	56
Prrx2	8	11	5	8	10	13
Ptges	48	92	91	170	420	194
Tor1b	330	395	494	496	657	614
Tor1a	147	171	197	190	305	278
BC005624	87	116	90	151	94	121
Usp20	59	115	90	111	74	132
Fnbp1	200	251	153	239	147	301
D330023K18Rik	7	21	10	11	14	23
Gpr107	171	190	225	198	309	296
Ncs1	10	19	17	9	13	9
Ass1	0	0	0	1	0	0
Gm5424	0	0	0	0	0	0
Fubp3	182	254	176	244	219	269
Prdm12	0	0	0	0	0	0
Exosc2	45	52	70	85	112	84
Abl1	114	167	137	152	130	233
Qrfp	3	2	12	3	2	5
Fibcd1	0	0	0	0	0	0
Lamc3	17	31	34	38	2	35
Aif1l	19	21	18	47	54	61
Nup214	130	183	149	193	220	210
Fam78a	20	28	19	22	7	31
Ppapdc3	3	9	1	10	1	5
Prrc2b	465	723	549	566	351	730
Pomt1	17	39	30	48	43	47
Uck1	85	97	138	114	97	145
Swi5	446	516	519	824	605	876
Golga2	339	449	495	419	460	492
Dnm1	20	27	34	19	22	31
Mir199b	0	0	0	0	0	0
Ciz1	125	195	272	200	204	248
1110008P14Rik	70	77	54	225	228	207
Lcn2	543	290	400	13530	19518	12910
Ptges2	43	39	27	59	50	51
Slc25a25	51	133	76	133	472	98
Naif1	2	2	5	1	6	2
Fam102a	131	153	189	158	148	231
Dpm2	104	155	104	174	148	158
Pip5kl1	1	0	0	0	0	0
St6galnac4	117	164	268	129	285	184
St6galnac6	28	46	32	43	28	40
Ak1	38	75	68	88	68	89
Eng	258	416	189	428	369	590
Fpgs	59	106	89	87	97	108
Cdk9	120	130	173	149	163	158
Mir2861	0	0	0	0	0	0
Mir3960	0	0	0	0	0	0
Sh2d3c	150	350	115	275	178	273
6330409D20Rik	1	0	4	0	0	3
Tor2a	120	131	106	184	214	225
Ttc16	16	30	49	29	8	26
Ptrh1	8	19	30	37	136	34
1700019L03Rik	22	16	29	12	5	24
Snord14a	1	0	1	1	4	0
Stxbp1	202	291	193	245	185	345
Fam129b	611	1012	766	896	1025	1049
Lrsam1	18	31	19	48	30	25
Rpl12	54	102	57	124	168	138
Snora65	1	0	0	0	0	1
Slc2a8	37	45	49	65	34	99
Garnl3	28	32	27	38	26	38
Ralgps1	0	3	2	0	4	2
Angptl2	210	232	222	264	63	336
Zbtb34	130	165	222	147	203	177
Zbtb43	89	149	192	185	180	167
Lmx1b	0	0	0	0	0	0
C130021I20Rik	0	0	0	0	0	0
Mvb12b	192	228	261	215	160	303
Nron	0	0	0	0	0	2
Pbx3	26	36	26	27	8	23
Mapkap1	138	241	144	236	161	280
Gapvd1	349	574	583	577	831	700
Hspa5	2481	3968	2600	6809	7636	7447
Rabepk	39	48	35	53	79	68
Fbxw2	366	479	432	534	519	608
Psmd5	142	174	151	171	183	236
D730039F16Rik	21	40	17	47	9	48
Phf19	8	5	3	13	15	8
Traf1	59	71	85	118	98	152
Hc	769	1290	694	1072	95	1498
AI182371	4	8	8	11	16	10
Cep110	149	188	271	222	264	270
Rab14	1470	1962	2021	1899	2204	2236
Gsn	8451	13796	12788	7956	2690	10224
Stom	28	38	40	40	47	54
4930568D16Rik	0	0	0	0	0	0
4930402F06Rik	0	0	0	0	0	0
Ggta1	124	162	125	201	152	255
Gm13446	0	0	3	0	2	0
Dab2ip	468	631	563	547	436	720
Ttll11	1	6	4	4	7	6
9030204H09Rik	0	0	0	2	0	0
Ndufa8	571	843	709	770	983	894
Morn5	17	13	47	19	5	17
Lhx6	22	8	21	18	43	15
Rbm18	112	143	100	160	192	184
Mrrf	37	59	52	90	88	77
Ptgs1	186	191	248	567	376	612
Olfr338	0	0	0	0	0	0
Olfr339	0	0	0	0	0	0
Olfr340	0	0	0	0	0	0
Olfr341	0	0	0	0	0	0
Olfr342	0	0	0	0	0	0
Olfr344	0	0	0	0	0	0
Olfr345	0	0	0	0	0	0
Olfr346	0	0	0	0	0	0
Olfr347	0	0	0	0	0	0
Olfr348	0	0	0	0	0	0
Olfr50	0	0	0	0	0	0
Olfr3	0	0	0	0	0	0
Olfr350	0	0	0	0	0	0
Olfr351	0	0	0	0	0	0
Olfr352	0	0	3	0	0	0
Olfr353	0	0	0	0	0	0
Olfr354	0	0	0	0	0	0
Olfr355	0	0	0	0	0	0
Olfr356	0	0	0	0	0	0
Olfr357	0	0	0	0	0	0
Olfr358	0	0	2	0	0	0
Olfr360	0	0	0	0	0	0
Olfr361	0	0	0	0	0	0
Olfr362	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0
Olfr367-ps	0	0	0	0	0	0
Olfr368	0	0	0	0	0	0
Pdcl	106	191	106	212	164	253
Rc3h2	321	521	322	577	485	653
Snord90	0	0	0	0	0	0
Zbtb6	53	92	108	129	146	162
Zbtb26	20	18	25	25	24	44
Rabgap1	185	309	154	409	212	370
Gpr21	4	3	1	2	0	5
Strbp	271	328	367	343	211	384
Crb2	1	0	3	7	0	5
Dennd1a	65	103	112	119	119	147
Lhx2	0	0	0	0	3	1
Nek6	50	75	81	171	393	224
Psmb7	115	250	119	269	293	308
Nr5a1	0	0	0	0	1	0
Nr6a1	40	47	59	50	54	30
Mir181a-2	0	0	0	0	0	0
Mir181b-2	0	0	0	0	0	0
Olfml2a	1	4	3	4	0	1
Wdr38	3	2	2	5	0	1
Rpl35	439	687	489	811	1138	884
Arpc5l	205	267	200	341	212	288
Golga1	68	126	112	135	124	183
Scai	80	103	94	113	72	123
Gm16523	8	12	19	12	10	21
Ppp6c	106	131	130	118	257	165
Lrp1b	3	2	7	1	1	0
Kynu	16	6	9	24	14	42
Arhgap15	41	73	74	73	96	115
A430092G05Rik	0	0	0	0	0	0
Gtdc1	64	81	57	58	103	109
Zeb2	451	667	693	705	907	970
Mir5129	0	0	0	0	1	0
Gm13476	23	19	27	23	84	50
1700019E08Rik	0	0	0	0	0	0
Acvr2a	89	123	122	105	110	156
Orc4	122	166	180	201	173	255
Mbd5	25	33	21	23	29	25
Epc2	155	274	235	278	192	324
Kif5c	6	5	6	8	6	8
Lypd6b	10	22	38	30	16	21
Lypd6	8	7	17	3	1	3
Mmadhc	259	446	422	415	571	481
Gm13483	2	1	5	2	3	0
Gm13498	35	58	46	65	72	71
Rnd3	75	81	92	108	207	150
Gm13497	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0
Gm13490	0	0	2	0	0	2
Rbm43	58	101	85	151	121	147
Nmi	35	74	45	113	196	156
Tnfaip6	25	41	38	32	86	30
Rif1	278	452	478	408	445	543
