Gene	A.1	A.2	A.3	B.1	B.2	B.3	C.1	C.2	C.3	D.1	D.2	D.3	E.1	E.2	E.3
1700060C20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700061G19Rik	31	0	0	11	3	0	0	1	2	0	0	0	29	0	0
1700061I17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700063A18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1
1700063O14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700064M15Rik	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0
1700065D16Rik	2	2	15	4	4	3	4	8	3	2	1	0	3	1	8
1700065I16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065I17Rik	0	5	4	0	1	2	9	13	4	0	4	1	0	4	8
1700065J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	1	0	0	1	0	2	0	0	0	2	0	0	1
1700065O20Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B19Rik	18	1	4	83	26	18	26	34	21	54	12	15	10	9	18
1700066J24Rik	43	0	0	1	0	0	0	0	0	0	0	0	25	1	0
1700066M21Rik	270	194	233	543	322	228	479	642	489	469	228	285	165	277	348
1700066N21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700067K01Rik	11	1	5	22	15	17	22	38	40	19	11	13	7	13	8
1700067P10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1
1700071M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	3	0	0	3	2	1	2	0	0	0	0	0	6
1700073E17Rik	6	1	5	8	3	5	6	6	5	17	4	3	3	2	4
1700074H08Rik	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700084C01Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700084E18Rik	8	4	12	12	4	9	11	17	16	12	6	12	3	2	14
1700084F23Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1700084J12Rik	42	14	19	68	34	35	32	53	44	72	14	34	23	22	27
1700085B03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	29	36	38	58	33	45	47	62	43	48	15	54	41	33	47
1700088E04Rik	185	0	0	7	2	0	10	7	4	6	3	6	108	1	2
1700091E21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700091H14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1700092C10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700092K14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700092M07Rik	2	8	1	13	7	5	26	15	18	10	8	13	3	7	8
1700093K21Rik	0	1	0	1	0	0	4	2	3	4	0	2	1	0	0
1700094D03Rik	451	171	175	668	175	202	524	643	497	686	231	274	383	227	297
1700094J05Rik	113	1	0	6	4	3	3	1	1	4	0	3	145	1	1
1700094M24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
1700095B10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700095B22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700096J18Rik	13	0	0	1	0	0	0	0	0	0	0	0	9	0	0
1700096K18Rik	42	72	103	78	35	78	114	153	93	127	38	114	49	44	120
1700097N02Rik	770	347	306	1802	617	358	464	611	325	1044	259	407	473	204	282
1700100L14Rik	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
1700101E01Rik	0	0	0	4	1	1	1	2	3	3	2	1	0	0	1
1700101I11Rik	7	0	2	0	0	3	3	9	1	0	1	5	11	0	5
1700101O22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700102H20Rik	1	3	21	10	3	19	20	39	25	10	7	28	4	10	29
1700102P08Rik	28	17	23	63	25	26	85	107	80	42	39	32	14	48	35
1700104A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700105P06Rik	2	3	4	2	3	12	5	11	3	1	1	5	0	0	5
1700106J16Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1700108F19Rik	0	0	0	1	1	2	0	0	1	0	0	1	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700109H08Rik	96	106	100	116	81	104	272	333	205	86	147	132	106	76	169
1700109I08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700110C19Rik	2	2	3	8	4	5	6	11	7	6	3	3	4	5	4
1700110I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700110K17Rik	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0
1700110M21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700111N16Rik	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
1700112E06Rik	0	0	0	5	3	0	0	0	1	0	0	0	1	0	0
1700112H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1700113A16Rik	621	6	12	27	22	13	17	36	25	42	7	10	591	10	17
1700113H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120C14Rik	27	2	1	16	7	7	11	11	10	14	5	9	21	2	3
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700120K04Rik	25	5	5	1	2	3	5	10	3	2	4	5	15	2	5
1700121L16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700122O11Rik	1	2	0	2	0	0	2	1	1	0	0	1	0	1	0
1700123I01Rik	1	0	0	0	0	0	0	1	1	0	0	0	3	0	1
1700123K08Rik	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1700123L14Rik	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
1700123M08Rik	21	12	7	47	13	18	19	25	27	27	18	21	6	15	9
1700123O12Rik	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
1700123O20Rik	868	457	526	1387	568	623	1006	1395	945	1545	446	764	658	502	702
1700123O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700125G22Rik	0	0	2	0	3	4	1	5	1	0	0	1	0	0	3
1700125H03Rik	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0
1700125H20Rik	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
1700126H18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128A07Rik	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700128F08Rik	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810006J02Rik	1	0	1	4	2	2	1	1	0	1	1	2	1	1	2
1810007C17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810007I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1810009A15Rik	420	149	238	638	244	320	373	550	392	728	182	375	263	204	329
1810009J06Rik	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
1810010D01Rik	5	1	1	8	3	1	7	5	6	10	1	4	5	5	3
1810010H24Rik	11	1	2	4	3	5	5	4	5	5	2	3	4	2	5
1810011H11Rik	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
1810011O10Rik	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1810012K16Rik	0	7	35	2	2	26	30	19	19	3	4	31	6	3	33
1810013A23Rik	4	10	8	0	8	3	12	6	4	0	3	3	3	9	2
1810013D10Rik	442	202	242	1072	411	254	363	557	413	830	226	283	249	181	328
1810013L24Rik	1415	1628	1372	3205	1622	1516	3441	3798	3066	2290	1864	1713	1194	1934	1765
1810014B01Rik	100	63	61	266	115	112	139	205	144	241	69	110	87	71	94
1810018F18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810019D21Rik	351	147	185	46	23	45	79	147	78	7	16	34	29	29	68
1810019J16Rik	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0
1810020O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810021B22Rik	6	7	6	15	4	5	4	5	11	16	1	9	3	3	4
1810022K09Rik	237	84	269	570	190	369	399	623	392	594	176	469	222	150	362
1810024B03Rik	1	1	1	6	1	0	6	4	1	2	0	2	1	0	4
1810026B05Rik	1653	1897	2496	2529	1889	3115	4999	7500	4178	3213	2847	4240	1288	1928	4267
1810026J23Rik	1356	561	664	1974	786	743	1472	2055	1400	2283	560	744	1068	694	863
1810030O07Rik	939	518	464	2033	1043	797	1639	1976	1499	2002	837	933	886	782	900
1810032O08Rik	172	77	88	452	153	135	226	298	191	361	70	128	140	86	115
1810033B17Rik	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0
1810034E14Rik	55	46	37	161	84	89	63	84	66	135	48	64	27	42	35
1810035I16Rik	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
1810037I17Rik	138	81	195	407	148	232	323	469	316	649	119	358	165	157	246
1810041L15Rik	0	0	1	0	0	2	0	1	1	1	0	1	1	2	1
1810043G02Rik	114	65	58	220	85	68	106	148	112	291	78	102	96	80	72
1810043H04Rik	70	46	90	153	49	112	126	199	128	227	50	126	55	51	86
1810044D09Rik	13	0	13	38	4	9	20	16	19	35	5	23	17	5	15
1810046K07Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	19	4	2	0	2	0	0	0	0	1	0	0	61
1810055G02Rik	80	18	39	254	84	67	110	133	92	265	59	95	75	75	82
1810058I24Rik	551	126	182	1125	212	260	334	357	280	1395	167	296	456	146	285
1810062G17Rik	21	12	23	20	7	14	7	11	9	7	2	2	6	3	9
1810062O18Rik	68	31	23	83	39	36	61	80	65	80	36	45	58	41	41
1810064F22Rik	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2010001E11Rik	1	2	1	5	2	4	3	2	3	4	1	4	2	5	1
2010001M06Rik	4	0	1	0	0	1	1	0	0	0	0	1	5	0	0
2010002M12Rik	0	4	2	7	2	2	23	24	20	27	9	16	5	7	13
2010003K11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010003O02Rik	56	30	59	93	51	83	81	119	90	155	31	90	39	29	75
2010005H15Rik	0	1	0	8	1	0	0	1	0	0	0	1	0	0	0
2010009K17Rik	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2010010A06Rik	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0
2010012O05Rik	140	24	55	288	60	71	113	142	95	368	54	81	140	52	79
2010015L04Rik	4207	1899	1818	3622	1412	1027	836	918	612	1182	668	576	1198	727	797
2010016I18Rik	32	19	27	4	1	8	20	34	32	2	1	10	39	6	32
2010106C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010106E10Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2010107E04Rik	898	207	716	1669	573	1167	839	1298	908	2224	473	1383	811	366	1032
2010107G12Rik	60	17	19	56	24	43	100	82	76	84	30	32	43	34	23
2010107G23Rik	0	0	0	2	0	0	0	3	0	3	0	1	0	0	1
2010109A12Rik	6	7	32	15	4	21	27	37	22	8	13	33	4	9	29
2010109I03Rik	33	9	9	60	24	27	33	47	41	136	10	44	58	19	42
2010111I01Rik	281	534	436	293	519	437	972	1143	922	343	458	425	183	447	513
2010204K13Rik	3	0	1	32	11	2	7	6	6	12	1	1	3	2	1
2010300C02Rik	122	90	60	84	16	50	309	458	305	375	116	132	144	123	151
2010308F09Rik	3	0	0	1	0	0	1	1	0	2	1	0	2	1	0
2010310C07Rik	2	1	0	0	0	1	4	6	6	0	1	1	3	2	4
2010315B03Rik	243	289	160	645	215	199	455	547	440	688	394	289	246	156	373
2010320M18Rik	54	38	75	166	59	80	109	160	107	212	23	66	49	45	77
2200002D01Rik	54	16	26	121	34	26	28	32	29	154	16	22	21	13	28
2200002J24Rik	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2210010C04Rik	13	4	4	6	3	2	2	4	2	11	7	5	9	5	5
2210013O21Rik	468	197	201	460	212	293	262	380	283	768	228	326	343	217	357
2210015D19Rik	74	36	54	125	78	41	89	114	84	123	38	63	46	38	62
2210016F16Rik	598	505	467	1148	682	643	795	1159	776	1324	417	696	412	522	780
2210016L21Rik	437	164	198	725	249	238	381	546	358	970	170	268	332	204	290
2210018M11Rik	1401	789	899	2439	1151	999	3052	3308	2656	1806	1235	1173	1406	1355	1510
2210019I11Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2210039B01Rik	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0
2210404J11Rik	495	268	253	713	273	254	573	586	458	625	263	278	495	204	312
2210404O07Rik	132	46	56	186	45	67	70	123	84	274	32	62	113	79	87
2210404O09Rik	204	150	172	448	255	245	308	468	316	333	210	332	169	188	281
2210407C18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408F21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210408I21Rik	29	85	74	105	116	52	235	208	173	49	85	111	33	106	83
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409E12Rik	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210416O15Rik	3	4	4	0	4	3	3	3	3	1	5	2	1	2	2
2210417A02Rik	0	0	0	4	2	0	2	1	4	1	0	1	1	0	1
2210417K05Rik	9	6	15	42	11	14	13	21	13	37	7	14	15	11	10
2210420H20Rik	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0
2300002M23Rik	5	0	0	4	0	0	0	5	1	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2300005B03Rik	0	1	0	1	0	0	1	3	5	2	0	1	0	0	2
2300009A05Rik	104	48	62	117	64	54	117	196	122	173	47	73	67	52	87
2310001H17Rik	33	35	29	41	14	18	59	87	84	82	37	33	45	25	57
2310001K24Rik	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1
2310002D06Rik	0	0	1	0	0	0	2	1	0	0	0	2	0	0	0
2310002F09Rik	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1
2310002J15Rik	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2310003H01Rik	216	145	110	613	300	210	359	456	391	540	130	196	184	172	154
2310005A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310005G13Rik	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1
2310007B03Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2310007L24Rik	96	82	73	66	24	26	91	146	108	84	47	62	98	82	82
2310008H04Rik	346	255	334	773	490	418	894	1086	772	765	325	524	280	365	481
2310008H09Rik	1082	599	643	2821	1142	946	1847	2422	1724	1881	715	998	984	968	942
2310008N11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310009A05Rik	148	46	113	287	137	240	159	239	162	468	120	301	116	100	183
2310009B15Rik	55	41	48	123	59	80	121	176	129	164	29	104	46	52	67
2310010J17Rik	19	7	60	26	12	46	51	71	44	35	12	41	16	9	64
2310010M20Rik	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
2310011J03Rik	519	441	442	1287	567	484	788	1104	836	1953	410	540	483	433	593
2310014F07Rik	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0
2310014L17Rik	16	2	17	51	21	14	50	72	45	29	10	21	15	22	19
2310015A10Rik	21	25	17	88	24	21	46	58	62	81	44	58	77	37	42
2310015B20Rik	0	0	0	1	2	0	1	1	0	0	0	0	0	1	0
2310015D24Rik	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1
2310016D03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310020H05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310022A10Rik	501	116	136	1126	154	131	340	421	335	1328	92	134	505	142	190
2310022B05Rik	147	66	61	367	89	59	111	130	124	246	66	54	141	76	78
2310030A07Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2310030G06Rik	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
2310033P09Rik	323	99	161	527	137	148	264	383	263	461	67	154	232	101	164
2310034C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310034G01Rik	1	0	0	0	0	0	1	1	0	0	1	3	0	0	1
2310034O05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2310035C23Rik	1451	1807	1422	2485	1356	1381	3472	4172	3153	1708	1706	1492	1328	1506	2071
2310036O22Rik	2466	819	888	2392	1292	1128	2299	3534	2523	3798	899	1417	1767	1141	1278
2310039H08Rik	77	75	80	221	132	123	157	243	174	210	57	148	54	69	116
2310039L15Rik	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
2310040G24Rik	12	11	14	22	13	19	23	33	16	49	18	25	27	12	22
2310042D19Rik	68	4	3	13	7	4	48	39	58	31	8	5	87	10	8
2310042E22Rik	1	0	0	0	0	0	1	1	0	0	0	1	4	0	0
2310043L19Rik	29	3	5	13	2	0	0	0	0	2	0	0	0	0	0
2310043O21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310044G17Rik	1183	639	484	2300	1007	747	1597	1949	1540	2236	826	949	1198	799	894
2310045N01Rik	557	238	229	537	241	277	326	406	407	825	244	329	403	376	352
2310047M10Rik	180	113	128	335	182	202	221	400	218	421	91	216	124	118	163
2310050B05Rik	0	0	1	0	0	1	2	2	2	0	0	0	0	0	0
2310050C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310057J18Rik	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
2310057M21Rik	331	136	129	498	166	124	403	485	352	532	149	143	259	195	158
2310057N15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310061I04Rik	240	69	54	357	96	70	114	81	83	388	41	91	197	86	84
2310061J03Rik	46	42	40	69	37	47	81	148	99	76	34	69	31	40	43
2310061N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310067B10Rik	728	329	295	2002	568	427	933	1211	914	2057	354	470	804	426	445
2310068J16Rik	3	0	5	10	0	9	14	18	2	4	2	12	0	3	12
2310069B03Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2310069G16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310079G19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310081J21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	778	405	353	1478	513	385	660	887	575	1046	289	390	672	394	453
2410003L11Rik	0	2	0	103	12	2	0	2	1	2	1	2	2	0	0
2410004B18Rik	293	165	231	563	275	259	465	724	447	591	164	345	167	209	338
2410004I01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2410004N09Rik	67	28	87	184	52	98	161	217	152	222	48	127	64	39	121
2410004P03Rik	2	6	6	26	4	10	26	18	12	50	7	17	12	9	17
2410006H16Rik	234	90	364	711	328	511	548	766	501	884	244	672	287	163	636
2410007B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410012E07Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
2410012M07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410015M20Rik	471	197	333	900	372	524	598	895	633	1297	284	575	340	263	454
2410016O06Rik	224	155	183	640	337	211	487	795	499	591	153	258	194	245	289
2410017I17Rik	492	36	8	9	6	6	4	6	0	8	5	5	27	3	4
2410018L13Rik	10	2	0	13	11	0	7	7	5	10	2	5	10	2	2
2410018M08Rik	96	64	46	330	116	49	106	214	127	358	51	62	82	29	26
2410021H03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410057H14Rik	3	3	3	1	2	2	0	1	0	1	1	0	1	0	0
2410066E13Rik	174	327	306	438	232	254	306	414	237	303	205	260	168	183	310
2410076I21Rik	8	0	3	84	3	7	1	0	0	25	9	7	7	11	0
2410088K16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
2410089E03Rik	727	1053	781	2200	1200	942	2731	2866	2410	1309	1521	1087	931	1137	1290
2410114N07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410124H12Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410127L17Rik	60	36	27	126	48	31	94	139	113	85	49	44	48	47	32
2410131K14Rik	181	157	136	442	147	134	306	369	293	344	147	186	183	150	200
2410137F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410137M14Rik	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
2410141K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2500004C02Rik	44	28	24	175	58	51	98	108	127	132	44	57	74	43	75
2510002D24Rik	370	173	149	510	190	229	383	547	410	695	166	261	336	190	268
2510003D18Rik	2	0	29	1	2	1	1	0	2	4	1	0	0	0	7
2510003E04Rik	846	347	396	1200	560	442	955	1139	937	1568	372	577	620	567	542
2510009E07Rik	604	372	259	1648	853	434	779	788	716	1067	418	300	270	332	281
2510039O18Rik	1710	1093	1164	2469	1375	1042	2145	3035	2360	3105	901	1176	1113	1411	1496
2510049J12Rik	5	2	0	0	1	0	2	4	2	2	1	0	3	1	0
2600006L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610001J05Rik	434	141	164	865	184	218	311	459	326	1154	126	195	366	122	201
2610002J02Rik	803	234	238	1259	443	325	381	616	458	1155	237	280	467	203	283
2610002M06Rik	742	577	490	1866	772	735	1366	1439	1198	1703	767	878	763	739	881
2610005L07Rik	205	174	119	406	155	136	356	390	345	204	167	139	150	208	205
2610008E11Rik	1022	1142	1054	1778	1034	1073	2378	2842	2095	1173	1111	1071	803	898	1179
2610015P09Rik	79	26	46	210	79	81	169	173	132	115	62	63	87	51	73
2610016A17Rik	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2610017I09Rik	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
2610018G03Rik	935	848	1031	2680	1298	1421	1937	2789	1982	1677	1294	1675	954	1120	2020
2610019E17Rik	26	18	56	55	56	62	85	134	86	50	24	67	21	22	65
2610019F03Rik	539	359	229	695	298	287	1702	2487	1647	640	283	233	838	749	640
2610020C07Rik	372	55	71	125	80	84	174	168	159	110	46	98	270	71	79
2610020H08Rik	234	139	181	446	195	235	395	475	402	317	181	236	233	179	334
2610027K06Rik	8	0	0	1	0	1	1	0	0	0	0	0	12	1	0
2610028E06Rik	0	0	0	1	0	0	3	0	1	0	1	0	0	1	0
2610028H24Rik	13	0	0	1	0	0	1	0	0	0	0	0	16	1	0
2610034B18Rik	1	0	0	0	1	0	0	1	1	1	0	0	0	3	1
2610034M16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610035D17Rik	403	124	3	62	15	89	212	20	219	375	62	101	430	71	214
2610035F20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610037D02Rik	11	14	5	3	3	1	7	2	1	2	5	1	4	6	5
2610044O15Rik8	275	207	198	728	325	245	388	464	442	462	253	286	221	238	295
2610100L16Rik	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610203C20Rik	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
2610203C22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610204G22Rik	57	51	34	36	28	29	57	73	64	61	41	38	25	22	45
2610206C17Rik	13	4	10	17	10	5	19	13	8	11	13	6	7	13	6
2610301B20Rik	170	96	122	548	200	140	203	289	236	474	136	229	178	129	225
2610301G19Rik	2811	1172	1034	4543	1905	1494	2559	3268	2379	4460	1282	1749	2551	1656	1511
2610305D13Rik	2	2	2	14	4	6	3	8	3	0	7	5	1	4	6
2610306M01Rik	88	44	76	134	48	64	92	152	100	233	37	94	74	36	85
2610307P16Rik	1065	1509	1900	1160	1338	1895	2989	3395	2638	1624	1967	1648	819	1324	2509
2610316D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2610318N02Rik	379	22	124	807	240	209	513	659	491	1041	81	262	314	199	186
2610507B11Rik	5877	3389	3477	10809	4973	3611	9515	11151	8830	8606	3518	4251	5568	4545	4814
2610507I01Rik	422	209	86	515	128	219	265	321	263	630	162	237	154	190	114
2610524H06Rik	84	41	53	282	81	99	97	111	103	215	47	145	79	47	95
2610528A11Rik	0	1	0	1	2	2	5	2	9	3	1	2	2	3	2
2610528J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700029M09Rik	821	186	352	3186	854	555	1108	1511	990	1728	429	672	680	364	448
2700038G22Rik	90	43	44	252	105	66	148	166	109	145	42	70	72	56	68
2700046A07Rik	8	0	8	33	5	0	0	0	0	0	0	0	0	0	0
2700046G09Rik	0	0	7	4	1	8	4	8	1	3	0	4	0	0	9
2700049A03Rik	649	859	892	1484	1193	1046	2338	2982	2092	1072	1085	1291	766	1200	1427
